DATA_LANCAMENTO_OBRA;TITULO_ORIGINAL;CPB_ROE;TIPO_OBRA;PAIS_OBRA;PUBLICO_TOTAL;RENDA_TOTAL;RAZAO_SOCIAL_DISTRIBUIDORA;REGISTRO_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA
10/10/2015;CARLOTA JOAQUINA, PRINCESA DO BRASIL;B0500310700000;FICÇÃO;BRASIL;359;R$ 3.245,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
08/10/2015;AQUI DESTE LUGAR;B1500713000000;DOCUMENTÁRIO;BRASIL;153;R$ 2.161,00;GULLANE ENTRETENIMENTO S.A.;848;01.378.559/0001-12
08/10/2015;DANCING ARABS;E1500640100000;FICÇÃO;ALEMANHA;10279;R$ 157.733,16;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
08/10/2015;KNOCK KNOCK;E1500270800000;FICÇÃO;CHILE;48800;R$ 665.818,87;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
08/10/2015;LULU FEMME NUE;E1500310700000;FICÇÃO;FRANÇA;8061;R$ 113.750,58;CIRCUITO CINEARTE LTDA;1083;01.425.583/0001-65
08/10/2015;NO ESCAPE;E1500334400000;FICÇÃO;ESTADOS UNIDOS;36763;R$ 487.697,42;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
08/10/2015;PAN;E1500684400000;FICÇÃO;ESTADOS UNIDOS;1873400;R$ 26.691.537,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
08/10/2015;RESPIRE;E1500459300000;FICÇÃO;FRANÇA;5482;R$ 78.469,12;OMF SERVICOS & CONSULTORIA LTDA;28508;21.437.756/0001-72
08/10/2015;THE WALK;E1500485500000;FICÇÃO;ESTADOS UNIDOS;140088;R$ 2.636.944,44;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
08/10/2015;VIVIR ES FÁCIL CON LOS OJOS CERRADOS;E1500729400000;FICÇÃO;ESPANHA;17951;R$ 257.761,80;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
01/10/2015;EL CLUB;E1500622900000;FICÇÃO;CHILE;21045;R$ 308.135,88;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
01/10/2015;LA RANÇON DE LA GLOIRE;E1500306800000;FICÇÃO;FRANÇA;6046;R$ 66.213,76;MARES FILMES EIRELI;6418;07.257.887/0001-47
01/10/2015;POSSESSION OF MICHAEL KING;E1500627400000;FICÇÃO;ESTADOS UNIDOS;97758;R$ 1.296.347,23;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
01/10/2015;THE MARTIAN;E1500617500000;FICÇÃO;ESTADOS UNIDOS;1802671;R$ 29.107.566,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
01/10/2015;TOY STORY;E1402544900000;ANIMAÇÃO;ESTADOS UNIDOS;96973;R$ 1.308.293,25;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
01/10/2015;TOY STORY;E1402544900000;ANIMAÇÃO;ESTADOS UNIDOS;4074;R$ 38.919,00;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
01/10/2015;VAI QUE COLA - O FILME;B1500654500000;FICÇÃO;BRASIL;3307837;R$ 41.803.908,21;H2O DISTRIBUIDORA DE FILMES LTDA;21541;15.372.472/0001-42
29/09/2015;ROGER WATERS THE WALL;E1500466400000;VÍDEOMUSICAL;INGLATERRA;19566;R$ 541.985,00;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.;749;01.289.530/0001-64
26/09/2015;AMY;E1500626100000;DOCUMENTÁRIO;INGLATERRA;20787;R$ 423.926,66;UNIVERSAL MUSIC INTERNATIONAL LTDA;16080;08.975.642/0001-18
26/09/2015;ENTER THE DRAGON;E1500398500000;FICÇÃO;ESTADOS UNIDOS;1792;R$ 17.155,00;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
24/09/2015;A HORA E A VEZ DE AUGUSTO MATRAGA;B1201643000000;FICÇÃO;BRASIL;2499;R$ 34.440,19;NOSSA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA.;20772;14.589.221/0001-51
24/09/2015;EVEREST;E1500484700000;FICÇÃO;ESTADOS UNIDOS;423857;R$ 7.244.686,86;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
24/09/2015;GUILLAUME TELL;E1402550000000;VÍDEOMUSICAL;INGLATERRA;906;R$ 27.106,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
24/09/2015;HOTEL TRANSYLVANIA 2;E1500485400000;ANIMAÇÃO;ESTADOS UNIDOS;3275526;R$ 42.092.782,11;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
24/09/2015;O SAMBA;E1500567600000;DOCUMENTÁRIO;ALEMANHA;395;R$ 6.388,40;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
24/09/2015;ORESTES;B1500448600000;DOCUMENTÁRIO;BRASIL;2790;R$ 33.480,07;C R PRODUÇÕES - FOTO, CINE-VÍDEO LTDA - EPP;1772;05.780.593/0001-70
24/09/2015;THE INTERN;E1500493200000;FICÇÃO;ESTADOS UNIDOS;598084;R$ 8.836.197,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
24/09/2015;VENUS IN FUR;E1500627300000;FICÇÃO;FRANÇA;31085;R$ 469.119,49;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
24/09/2015;VINODENTRO;E1500652900000;FICÇÃO;ITÁLIA;13366;R$ 183.400,79;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;16132;10.681.698/0001-01
19/09/2015;ROSEMARY'S BABY;E1402712000000;FICÇÃO;ESTADOS UNIDOS;2130;R$ 18.922,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
17/09/2015;DAMAS DO SAMBA;B1500671700000;DOCUMENTÁRIO;BRASIL;716;R$ 7.772,36;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
17/09/2015;LA TÊTE HAUTE;E1500577300000;FICÇÃO;FRANÇA;18301;R$ 223.238,20;MARES FILMES EIRELI;6418;07.257.887/0001-47
17/09/2015;LILO & STITCH;E1402795700000;ANIMAÇÃO;ESTADOS UNIDOS;1712;R$ 14.280,00;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
17/09/2015;MAZE RUNNER: SCORCH TRIALS;E1500617400000;FICÇÃO;ESTADOS UNIDOS;1986250;R$ 27.272.209,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
17/09/2015;MITA TOVA;E1500622700000;FICÇÃO;ALEMANHA;7633;R$ 112.957,63;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
17/09/2015;NOSFERATU - PHANTOM DER NACHT;E1500656600000;FICÇÃO;ALEMANHA;2454;R$ 27.335,69;F. J. CINES LTDA;310;61.574.109/0001-27
17/09/2015;RIO CIGANO;B1301943500000;FICÇÃO;BRASIL;1230;R$ 12.682,00;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;11792;08.331.280/0001-22
17/09/2015;SMULTRONSTÄLLET;E1500804700000;FICÇÃO;SUÉCIA;2988;R$ 33.083,71;F. J. CINES LTDA;310;61.574.109/0001-27
17/09/2015;SORG OG GLÆDE;E1500690800000;FICÇÃO;DINAMARCA;1313;R$ 16.674,05;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
12/09/2015;AN OFFICER AND A GENTLEMAN;E1402546800000;FICÇÃO;ESTADOS UNIDOS;733;R$ 6.758,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
12/09/2015;TERRA CABOCLA;B1500290200000;DOCUMENTÁRIO;BRASIL;318;R$ 4.948,16;REALIZART PRODUÇÃO AUDIOVISUAL LTDA;5736;01.282.220/0001-18
10/09/2015;EU NUNCA;B1302013600000;FICÇÃO;BRASIL;491;R$ 5.970,38;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
10/09/2015;HOMEM COMUM;B1301899200000;FICÇÃO;BRASIL;1970;R$ 24.120,90;VITRINE FILMES LTDA;16713;11.620.976/0001-83
10/09/2015;INFÂNCIA;B1402378700000;FICÇÃO;BRASIL;3517;R$ 49.818,28;FORTE FILMES PRODUÇÕES ARTÍSTICAS LTDA;12699;08.787.497/0001-41
10/09/2015;LA BOHÈME;E1402568600000;VÍDEOMUSICAL;INGLATERRA;1121;R$ 34.504,00;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
10/09/2015;LA SAPIENZA;E1402763500000;FICÇÃO;FRANÇA;12494;R$ 150.500,75;OMF SERVICOS & CONSULTORIA LTDA;28508;21.437.756/0001-72
10/09/2015;LOVE;E1500589200000;FICÇÃO;BÉLGICA;40429;R$ 679.307,19;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
10/09/2015;PAYSANDÚ 100 ANOS DE PAYXÃO;B1500592000000;DOCUMENTÁRIO;BRASIL;11965;R$ 178.508,09;URCA FILMES LTDA;1304;05.256.465/0001-21
10/09/2015;PEQUENO DICIONÁRIO AMOROSO 2;B1500339400000;FICÇÃO;BRASIL;16627;R$ 245.948,16;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
10/09/2015;SOUTHPAW;E1500511800000;FICÇÃO;ESTADOS UNIDOS;24213;R$ 457.198,14;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
10/09/2015;THE TRANSPORTER REFUELED;E1500628900000;FICÇÃO;ESTADOS UNIDOS;202508;R$ 2.505.070,61;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
10/09/2015;UM FILME FRANCES;B1402326200000;FICÇÃO;BRASIL;146;R$ 2.205,35;LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME;21870;15.263.576/0001-19
10/09/2015;VACATION;E1500493100000;FICÇÃO;ESTADOS UNIDOS;498362;R$ 6.216.386,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
05/09/2015;BLADE RUNNER;E1500245500000;FICÇÃO;ESTADOS UNIDOS;9389;R$ 88.397,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
05/09/2015;BLADE RUNNER;E1500245500000;FICÇÃO;ESTADOS UNIDOS;606;R$ 21.351,20;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
03/09/2015;A ESPERANÇA É A ÚLTIMA QUE MORRE;B1500554400000;FICÇÃO;BRASIL;107590;R$ 1.427.955,29;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
03/09/2015;BARBIE IN ROCK ‘N ROYALS;E1500803600000;ANIMAÇÃO;ESTADOS UNIDOS;7199;R$ 88.087,60;CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA;17266;09.652.820/0001-32
03/09/2015;DIARY OF A CHAMBERMAID;E1500313400000;FICÇÃO;FRANÇA;23631;R$ 305.069,17;MARES FILMES EIRELI;6418;07.257.887/0001-47
03/09/2015;DO YOU BELIEVE?;E1500574000000;FICÇÃO;ESTADOS UNIDOS;306730;R$ 3.679.014,17;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
03/09/2015;ENTRANDO NUMA ROUBADA;B1500558500000;FICÇÃO;BRASIL;131220;R$ 1.654.741,76;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
03/09/2015;JIA ZHANG-KE, UM HOMEM DE FENYANG;B1500575600000;DOCUMENTÁRIO;BRASIL;6689;R$ 74.647,54;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;276;31.179.864/0001-46
03/09/2015;MAN FROM U.N.C.L.E;E1402747600000;FICÇÃO;ESTADOS UNIDOS;386183;R$ 5.550.773,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
03/09/2015;RICKI AND THE FLASH;E1500484600000;FICÇÃO;ESTADOS UNIDOS;118665;R$ 2.102.954,62;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
03/09/2015;SHAUN THE SHEEP MOVIE;E1500324900000;ANIMAÇÃO;FRANÇA;114199;R$ 1.400.028,71;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
03/09/2015;SINISTER 2;E1500399600000;FICÇÃO;ESTADOS UNIDOS;569119;R$ 7.257.262,11;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
29/08/2015;THE UNTOUCHABLES;E1402564900000;FICÇÃO;ESTADOS UNIDOS;1715;R$ 15.041,00;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
27/08/2015;DIOR AND I;E1500558200000;DOCUMENTÁRIO;FRANÇA;10330;R$ 176.348,01;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
27/08/2015;HITMAN: AGENT 47;E1500617300000;FICÇÃO;ESTADOS UNIDOS;310340;R$ 4.011.576,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
27/08/2015;IRRATIONAL MAN;E1500434100000;FICÇÃO;ESTADOS UNIDOS;195067;R$ 3.391.761,37;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
27/08/2015;IT FOLLOWS;E1500187800000;FICÇÃO;ESTADOS UNIDOS;75470;R$ 919.642,67;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
27/08/2015;MULHERES NO PODER;B1402825200000;FICÇÃO;BRASIL;7804;R$ 107.063,44;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
27/08/2015;PERISCÓPIO;B1402122500000;FICÇÃO;BRASIL;1461;R$ 13.035,68;VITRINE FILMES LTDA;16713;11.620.976/0001-83
27/08/2015;QUE HORAS ELA VOLTA?;B1500585100000;FICÇÃO;BRASIL;493590;R$ 6.881.297,79;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
27/08/2015;SNOWPIERCER;E1500531100000;FICÇÃO;ESTADOS UNIDOS;76665;R$ 1.037.397,66;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
27/08/2015;TED 2;E1500451000000;FICÇÃO;ESTADOS UNIDOS;743118;R$ 9.445.707,72;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
27/08/2015;ZIRIG DUM BRASÍLIA;B1402831700000;DOCUMENTÁRIO;BRASIL;169;R$ 1.328,08;ABR FILMES EIRELI;15440;06.881.770/0001-77
22/08/2015;BRAM STOKER'S DRACULA;E1500595000000;FICÇÃO;ESTADOS UNIDOS;2386;R$ 21.797,50;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
20/08/2015;8½;E1500883900000;FICÇÃO;FRANÇA;3244;R$ 43.713,41;F. J. CINES LTDA;310;61.574.109/0001-27
20/08/2015;CONDUCTA;E1500567800000;FICÇÃO;CUBA;28112;R$ 387.996,74;ESFERA PRODUÇÕES CULTURAIS EIRELI;18039;11.579.388/0001-43
20/08/2015;ENTOURAGE;E1500366800000;FICÇÃO;ESTADOS UNIDOS;5103;R$ 113.667,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
20/08/2015;FILME SOBRE UM BOM FIM;B1500186700000;DOCUMENTÁRIO;BRASIL;4503;R$ 39.724,00;BOULEVARD FILMES LTDA;17484;12.126.484/0001-07
20/08/2015;GETT;E1402765400000;FICÇÃO;ISRAEL;16925;R$ 265.582,41;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
20/08/2015;HIPÓTESES PARA O AMOR E A VERDADE;B1402195100000;FICÇÃO;BRASIL;1711;R$ 20.728,50;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;11792;08.331.280/0001-22
20/08/2015;LA DOLCE VITA;E1402804500000;FICÇÃO;FRANÇA;4098;R$ 51.444,71;F. J. CINES LTDA;310;61.574.109/0001-27
20/08/2015;LINDA DE MORRER;B1500543200000;FICÇÃO;BRASIL;948542;R$ 12.186.625,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
20/08/2015;MULAN;E1402787800000;ANIMAÇÃO;ESTADOS UNIDOS;2127;R$ 16.692,00;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
20/08/2015;O ÚLTIMO CINE DRIVE-IN;B1402197800000;FICÇÃO;BRASIL;13028;R$ 168.756,54;VITRINE FILMES LTDA;16713;11.620.976/0001-83
20/08/2015;SHUIYIN JIE;E1500186800000;FICÇÃO;CHINA;762;R$ 10.655,79;OMF SERVICOS & CONSULTORIA LTDA;28508;21.437.756/0001-72
20/08/2015;THE LITTLE PRINCE;E1500340900000;ANIMAÇÃO;ESTADOS UNIDOS;2043533;R$ 27.853.682,75;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
20/08/2015;THE VATICAN TAPES;E1500185400000;FICÇÃO;ESTADOS UNIDOS;243809;R$ 3.068.588,23;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
20/08/2015;TU VEUX OU TU VEUX PAS;E1500307000000;FICÇÃO;FRANÇA;15982;R$ 213.333,11;MARES FILMES EIRELI;6418;07.257.887/0001-47
13/08/2015;BARBECUE;E1500482300000;FICÇÃO;FRANÇA;33068;R$ 448.465,48;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;16132;10.681.698/0001-01
13/08/2015;CATIVAS - PRESAS PELO CORAÇÃO;B1402144900000;DOCUMENTÁRIO;BRASIL;1999;R$ 19.550,50;MORO COMUNICACAO LTDA;5224;03.827.382/0001-10
13/08/2015;LAS INSOLADAS;E1500558100000;FICÇÃO;ARGENTINA;7623;R$ 115.673,63;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
13/08/2015;MISSION: IMPOSSIBLE - ROGUE NATION;E1500406500000;FICÇÃO;ESTADOS UNIDOS;2711661;R$ 37.278.790,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
13/08/2015;NEXT TIME I'LL AIM FOR THE HEART;E1500481900000;FICÇÃO;FRANÇA;5213;R$ 76.074,23;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
13/08/2015;OBRA;B1402156500000;FICÇÃO;BRASIL;4276;R$ 53.735,87;VITRINE FILMES LTDA;16713;11.620.976/0001-83
13/08/2015;PITCH PERFECT 2;E1500311500000;FICÇÃO;ESTADOS UNIDOS;123023;R$ 1.458.250,20;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
13/08/2015;VYI;E1500477700000;FICÇÃO;BELARUS (BIELORUSSIA);5696;R$ 83.373,87;ENCRIPTA S/A;22364;15.182.829/0001-20
13/08/2015;WOMAN IN GOLD;E1500302100000;FICÇÃO;ESTADOS UNIDOS;87490;R$ 1.521.172,07;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
08/08/2015;TOP GUN;E1402573700000;FICÇÃO;ESTADOS UNIDOS;3459;R$ 31.134,00;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
07/08/2015;A CASA DE CECÍLIA;B1402159000000;FICÇÃO;BRASIL;157;R$ 1.724,30;CLARISSA APPELT BAPTISTA SAN ROMAN;23664;PESSOA FÍSICA
06/08/2015;7500;E1500482000000;FICÇÃO;ESTADOS UNIDOS;46634;R$ 616.441,83;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
06/08/2015;GEMMA BOVERY;E1500360900000;FICÇÃO;FRANÇA;22757;R$ 283.422,12;MARES FILMES EIRELI;6418;07.257.887/0001-47
06/08/2015;JIMMY'S HALL;E1500558000000;FICÇÃO;FRANÇA;9808;R$ 142.633,01;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
06/08/2015;MEIA HORA E AS MANCHETES QUE VIRAM MANCHETE;B1402475600000;DOCUMENTÁRIO;BRASIL;962;R$ 8.972,66;BOULEVARD FILMES LTDA;17484;12.126.484/0001-07
06/08/2015;OURO, SUOR E LÁGRIMAS;B1402408400000;DOCUMENTÁRIO;BRASIL;3119;R$ 43.810,37;LAGOA FILMES LTDA;18072;12.598.893/0001-06
06/08/2015;PARTY GIRL;E1500459000000;FICÇÃO;FRANÇA;2769;R$ 30.015,81;OMF SERVICOS & CONSULTORIA LTDA;28508;21.437.756/0001-72
06/08/2015;QU'EST-CE QU'ON A FAIT DU BON DIUE?;E1500462700000;FICÇÃO;FRANÇA;108787;R$ 1.617.285,63;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
06/08/2015;REAL BELEZA;B1402719200000;FICÇÃO;BRASIL;11208;R$ 147.516,61;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
06/08/2015;THE FANTASTIC FOUR;E1500423000000;FICÇÃO;ESTADOS UNIDOS;1771829;R$ 21.959.665,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
01/08/2015;THE BREAKFAST CLUB;E1402609400000;FICÇÃO;ESTADOS UNIDOS;3695;R$ 32.216,00;CINEMARK BRASIL S.A;1843;00.779.721/0001-41
30/07/2015;ADIEU AU LANGAGE;E1402548600000;FICÇÃO;FRANÇA;27614;R$ 504.662,89;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
30/07/2015;ALUCINADOS;B1001197000000;FICÇÃO;BRASIL;115;R$ 1.383,85;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
30/07/2015;ATO, ATALHO E VENTO;B1500451800000;DOCUMENTÁRIO;BRASIL;722;R$ 11.879,24;AGÊNCIA OBSERVATÓRIO DISTRIBUIDORA DE FILMES LTDA-ME;26345;10.733.781/0001-87
30/07/2015;DROMEDÁRIO NO ASFALTO;B1500422800000;FICÇÃO;BRASIL;2290;R$ 26.107,01;LANCA DISTRIBUIDORA DE FILMES LTDA;25115;18.384.267/0001-95
30/07/2015;INSIDIOUS: CHAPTER 3;E1500434800000;FICÇÃO;ESTADOS UNIDOS;624245;R$ 7.803.157,07;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
30/07/2015;KIDNAPPING FREDDY HEINEKEN;E1500198600000;FICÇÃO;BÉLGICA;108767;R$ 2.087.922,09;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
30/07/2015;MAGIC MIKE XXL;E1500367600000;FICÇÃO;ESTADOS UNIDOS;202347;R$ 2.748.330,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
30/07/2015;THE DUFF;E1500396700000;FICÇÃO;ESTADOS UNIDOS;1523;R$ 20.711,56;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
30/07/2015;TOUTE PREMIÈRE FOIS;E1500486000000;FICÇÃO;FRANÇA;6129;R$ 82.971,20;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
30/07/2015;TUDO POR AMOR AO CINEMA;B1402215300000;DOCUMENTÁRIO;BRASIL;602;R$ 8.333,00;NOSSA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA.;20772;14.589.221/0001-51
23/07/2015;CAMPO DE JOGO;B1402391100000;DOCUMENTÁRIO;BRASIL;2279;R$ 28.511,88;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;16132;10.681.698/0001-01
23/07/2015;CARROSSEL - O FILME;B1500453100000;FICÇÃO;BRASIL;2537628;R$ 27.221.239,28;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
23/07/2015;DET SJUNDE INSEGLET;E1500576400000;FICÇÃO;SUÉCIA;9338;R$ 115.590,96;F. J. CINES LTDA;310;61.574.109/0001-27
23/07/2015;E.T. THE EXTRA-TERRESTRIAL;E1402648300000;FICÇÃO;ESTADOS UNIDOS;2527;R$ 18.929,69;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;33787;24.810.280/0001-61
23/07/2015;E.T. THE EXTRA-TERRESTRIAL;E1402648300000;FICÇÃO;ESTADOS UNIDOS;18899;R$ 357.927,66;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
23/07/2015;GERONIMO;E1402547900000;FICÇÃO;FRANÇA;858;R$ 14.223,25;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
23/07/2015;HERMÓGENES, PROFESSOR E POETA DO YOGA;B1500543600000;DOCUMENTÁRIO;BRASIL;7680;R$ 114.746,33;BODHGAYA FILMS PRODUÇÕES CINEMATOGRAFICAS LTDA;17583;12.026.302/0001-18
23/07/2015;O DIA DO GALO;B1500177000000;DOCUMENTÁRIO;BRASIL;30141;R$ 362.537,74;CRISTIANO T. AZZI;18156;12.751.837/0001-51
23/07/2015;PIXELS;E1500311800000;FICÇÃO;ESTADOS UNIDOS;2355311;R$ 33.729.324,46;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
23/07/2015;PIXELS;E1500311800000;FICÇÃO;ESTADOS UNIDOS;300;R$ 6.000,00;DANIELLE DOS SANTOS BORGES;;PESSOA FÍSICA
23/07/2015;SOUS LES JUPES DES FILLES;E1500241500000;FICÇÃO;FRANÇA;23682;R$ 328.836,41;MARES FILMES EIRELI;6418;07.257.887/0001-47
23/07/2015;THE GALLOWS;E1500366900000;FICÇÃO;ESTADOS UNIDOS;286661;R$ 2.562.921,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
23/07/2015;UNE REENCONTRE;E1500398800000;FICÇÃO;FRANÇA;7982;R$ 109.822,38;RJ DISTRIBUIDORA DE FILMES LTDA;5963;00.146.442/0001-40
16/07/2015;A NAÇÃO QUE NÃO ESPEROU POR DEUS;B1500105700000;DOCUMENTÁRIO;BRASIL;1472;R$ 12.119,59;VITRINE FILMES LTDA;16713;11.620.976/0001-83
16/07/2015;ANT-MAN;E1500406600000;FICÇÃO;ESTADOS UNIDOS;2927606;R$ 41.539.259,00;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
16/07/2015;FEI YUE LAO REN YUAN;E1500395700000;FICÇÃO;CHINA;11002;R$ 137.471,74;ESFERA PRODUÇÕES CULTURAIS EIRELI;18039;11.579.388/0001-43
16/07/2015;INFINITELY POLAR BEAR;E1500278400000;FICÇÃO;ESTADOS UNIDOS;19868;R$ 318.538,51;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
16/07/2015;THE NEW GIRLFRIEND;E1500447600000;FICÇÃO;FRANÇA;33023;R$ 491.255,94;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
16/07/2015;THE TALES OF PRINCES KAGUYA;E1500377100000;ANIMAÇÃO;JAPÃO;8172;R$ 99.365,52;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
09/07/2015;7TH DWARF;E1500344700000;ANIMAÇÃO;ALEMANHA;43420;R$ 461.088,78;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
